,Kanji,Word,Meaning
614,帯びる,おびる,มีติดตัว
615,尾鰭•尾ひれ,おひれ,1.หางและครีบของปลา 2.ส่วนที่แต่งเติมจนเกินความจริง
616,お披露目,おひろめ,การประกาศแต่งงาน
617,御披露目,おひろめ,การประกาศแต่งงาน
618,お袋,おふくろ,แม่
619,負ぶさる,おぶさる,"ขี่หลัง,พึ่งพา(ด้านเงินทอง)"
620,お布施,おふせ,การถวายปัจจัยแด่พระภิกษุสงฆ์ 
621,お札,おふだ,ป้ายที่วัดให้เป็นเครื่องรางป้องกันภัย
622,御札,おふだ,ป้ายที่วัดให้เป็นเครื่องรางป้องกันภัย
623,汚物,おぶつ,สิ่งสกปรกที่ออกจากร่างกาย
624,お風呂,おふろ,อ่างอาบน้ำ
625,おべっか,おべっか,"ประจบประแจง,ยกยอ"
626,"<a href=""/dictionary/show/4541"">お弁当</a>",おべんとう,"ข้าวกล่อง,เบนโต"
627,お坊さん,おぼうさん,"พระ,หลวงพ่อ,หลวงพี่"
628,御坊さん,おぼうさん,"พระ,หลวงพ่อ,หลวงพี่"
629,覚え,おぼえ,"ความจำ,ความทรงจำ,ความเชื่อมั่นจากประสบการณ์,ความไว้วางใจ"
630,覚え書き,おぼえがき,"1.เมโม,สิ่งที่จดบันทึกกันลืม 2.บันทึกความเข้าใจ (MOU : Memorandum of Understanding)"
631,覚書き,おぼえがき,"1.เมโม,สิ่งที่จดบันทึกกันลืม 2.บันทึกความเข้าใจ (MOU : Memorandum of Understanding)"
632,憶える,おぼえる,"จำ,จดจำ"
633,覚える,おぼえる,"1.จำ 2.รู้สึก 3.เรียนรู้,จดจำ"
634,未通女,おぼこ,1.หญิงพรหมจรรย์ 2.สาวอ่อนต่อโลก
635,思しい・覚しい,おぼしい,"ดูท่าทางจะเป็น,ชวนให้นึกว่าเป็น"
636,思し召し,おぼしめし,(จ่าย)ตามที่เห็นสมควร
637,お坊っちゃん,おぼっちゃん,"คุณหนู(ชาย),เด็กผู้ชายที่ถูกเลี้ยงอย่างทะนุถนอมเกินไป"
638,御坊っちゃん,おぼっちゃん,"คุณหนู(ชาย),เด็กผู้ชายที่ถูกเลี้ยงอย่างทะนุถนอมเกินไป"
639,溺れる,おぼれる,"จมน้ำ,จมปลัก"
640,お盆,おぼん,เทศกาลไหว้บรรพบุรุษ
641,お参り,おまいり,การไปไหว้พระที่วัด
642,お前,おまえ,"นาย,แก"
643,御負け,おまけ,"การยอมลดราคาให้,ของแถม"
644,おまけに,おまけに,มิหนำซ้ำ
645,おまけの,おまけの,แถม
646,お守り,おまもり,"เครื่องราง,ของขลัง"
647,お巡り,おまわり,ตำรวจ
648,お巡りさん,おまわりさん,ตำรวจ
649,お神籤,おみくじ,เซียมซี
650,お神興,おみこし,ศาลเจ้าขนาดเล็กสำหรับแบกหรือแห่ในงานเทศกาล
651,お見舞,おみまい,การไปเยี่ยมคนป่วย
652,お見舞い,おみまい,การไปเยี่ยมคนป่วย
653,お土産,おみやげ,ของฝาก
654,お襁褓,おむつ,ผ้าอ้อม
655,御襁褓,おむつ,ผ้าอ้อม
656,汚名,おめい,ชื่อเสีย
657,留桶,おめおけ,กะละมังขนาดเล็กที่ใช้ในห้องอาบน้ำสาธารณะ
658,おめでた,おめでた,เรื่องที่เป็นมงคล
659,お目出度う,おめでとう,ขอแสดงความยินดีด้วย
660,おめでとう御座います,おめでとうございます,ขอแสดงความยินดี
661,お目にかかる・お目に掛かる・御目に掛かる,おめにかかる,"พบ เจอ (เป็นกริยาถ่อมตัวของ 会う),ไปพบ"
662,お目にかける,おめにかける,ให้ดู (เป็นกริยาถ่อมตัวของ 見せる)
663,お面,おめん,หน้ากาก
664,凹面レンズ,おめんレンズ,เลนส์เว้า
665,主,おも,"หลัก ๆ,สำคัญ"
666,面,おも,"ใบหน้า,หน้ากาก"
667,思い,おもい,"ความนึกคิด,ความรู้สึก,ภวังค์,ใจปรารถนา"
668,重い,おもい,หนัก
669,思い上がる,おもいあがる,1.หลงระเริง อวดดี ถือดี 2. คะนองใจ มั่นใจเกิน เหลิง
670,思い当たる,おもいあたる,"เข้าใจต้นสายปลายเหตุ,นึกออกว่าทำไม,ถึงบางอ้อ"
671,思い合わせる,おもいあわせる,คิดเปรียบเทียบกัน
672,思い至る,おもいいたる,"นึกไปถึงขั้น,ตระหนักถึง"
673,思い入れ,おもいいれ,"ความมุ่งมั่น,การใช้ท่าทางแสดงความรู้สึกแทนคำพูด"
674,思い浮かぶ,おもいうかぶ,นึกขึ้นมาได้
675,思い浮かべる,おもいうかべる,"นึก(ย้อน)ถึง,รำลึก,หวนนึกถึง"
676,思い描く,おもいえがく,วาดภาพในใจ
677,"<a href=""/dictionary/show/4597"">思い起こす</a>",おもいおこす,"1.นึกออก,คิดออก,นึกขึ้นได้,หวนคิด,ย้อนคิด 2.ฮึดสู้,ลุยใหม่"
678,思い起す,おもいおこす,"หวนคิดถึง,หวนรำลึกถึง"
679,思い思い,おもいおもい,ตามที่แต่ละคนคิด
680,思い返す,おもいかえす,"ย้อนกลับไปคิด,หวนคิด,ตรึกตรองใหม่,เปลี่ยนใจ"
681,思いがけず,おもいがけず,"อย่างไม่คาดคิดมาก่อน,อย่างไม่นึกไม่ฝัน"
682,思い掛けず,おもいがけず,"อย่างไม่คาดคิดมาก่อน,อย่างไม่นึกไม่ฝัน"
683,思いがけない,おもいがけない,"ไม่เคยคาดคิดมาก่อน,ไม่นึกไม่ฝัน"
684,思い掛けない,おもいがけない,"ไม่คาดคิดมาก่อน,ไม่นึกไม่ฝัน"
685,思い掛け無い,おもいがけない,"ไม่คาดคิดมาก่อน,ไม่นึกไม่ฝัน"
686,思い切って,おもいきって,อย่างไม่ลังเลใจ
687,思い切り,おもいきり,"เต็มที่เท่าที่ทำได้,การตัดใจอย่างไม่เสียดายหรืออาวรณ์"
688,思い切りがよい,おもいきりがよい,ใจป้ำ
689,思い切る,おもいきる,"ตัดใจ,หักใจ"
690,思い込む,おもいこむ,"คิดไปเอง,คิดเอาเอง"
691,思い慕う,おもいしたう,"อาวรณ์,ใฝ่ฝันถึง"
692,思い知らせる,おもいしらせる,ทำให้รู้สำนึก
693,思い知る,おもいしる,ตระหนักไว้ รู้ไว้ 
694,思い過ごす,おもいすごす,คิดมากเกินไป
695,思い過す,おもいすごす,คิดมากเกินไป
696,思い出す,おもいだす,"นึกออก,นึกขึ้นได้"
697,思い立つ,おもいたつ,"ฉุกคิดอยากทำขึ้นมา,ตกลงใจทำ"
698,思いつく,おもいつく,"นึกขึ้นมาได้,นึกออก"
699,思い付く,おもいつく,นึกขึ้น
700,思い続ける,おもいつづける,ครุ่นคิด
701,思い詰める,おもいつめる,นึกมากเกินไป กลุ้ม หรือ ลำบากใจ เพราะ ครุ่นคิดมากไป
702,思い出,おもいで,ความทรงจำ
703,想い出,おもいで,"ความหลัง,ความทรงจำ"
704,思い通り,おもいどおり,"อย่างที่คิด,ตามความคาดหมาย"
705,思い通りの,おもいどおりの,"ตามที่นึกไว้,สมใจ,ดังใจ,สมหวัง,สมปรารถนา"
706,思いとどまる,おもいとどまる,ยับยั้งความคิดได้
707,思い止どまる,おもいとどまる,"ล้มเลิกความตั้งใจ,เลิกคิดที่จะ..."
708,思い止まる,おもいとどまる,"ล้มเลิกความตั้งใจ,เลิกคิดที่จะ..."
709,思い直す,おもいなおす,"คิดใหม่,นึกใหม่"
710,思い悩む,おもいなやむ,"กลัดกลุ้ม,กลุ้มใจ"
711,思い残す,おもいのこす,เสียดายว่าน่าจะทำ
712,思いの他,おもいのほか,อย่างมิได้คาดฝัน
713,思いの外,おもいのほか,ผิดคาด
714,思い巡らす,おもいめぐらす,คิดโน่นคิดนี่
715,"<a href=""/dictionary/show/4635"">思いも寄らぬ</a>",おもいもよらぬ,"ซึ่งนึกไม่ถึง,คาดไม่ถึง"
716,思い遣り・思いやり,おもいやり,"น้ำใจ,ความเห็นอกเห็นใจผู้อื่น"
717,思い遣る・思いやる,おもいやる,"เห็นอกเห็นใจ,รำลึกถึง,นึกภาพ"
718,想いを馳せる,おもいをはせる,"นึกถึง,อาวรณ์ถึง (คน หรือ สิ่งของที่อยู่ไกลตัวเรา)"
719,"<a href=""/dictionary/show/4640"">思う</a>",おもう,"คิด,คิดว่า"
720,想う,おもう,"คิด,รู้สึก"
721,思う存分,おもうぞんぶん,"อย่างสาแก่ใจ,อย่างสาสมใจ ตามที่ใจปราถนา"
722,思うまま,おもうまま,ตามที่นึกไว้
723,思える,おもえる,(ทำให้)คิดไปได้ว่า
724,重重しい,おもおもしい,"สง่าผ่าเผย,น่าเกรงขาม,เป็นพิธีการ"
725,重々しい,おもおもしい,"สง่าผ่าเผย,น่าเกรงขาม,เป็นพิธีการ"
726,面影,おもかげ,"เค้าหน้า,ภาพที่ยังตราตรึงใจ,ภาพเงาในอดีต"
727,面舵,おもかじ,1.การหักหางเสือ หรือ พวงมาลัยไปทางขวา(ของเรือ) 2.กราบขวาของเรือ
728,重き,おもき,"น้ำหนัก,ความสำคัญ"
729,重苦しい,おもくるしい,"อึดอัด,หนักหน่วง,อึมครึม,ห่อเหี่ยว"
730,重さ,おもさ,ความหนัก
731,"<a href=""/dictionary/show/4652"">面白い</a>",おもしろい,"น่าสนใจ,สนุก"
732,面白さ,おもしろさ,ความสนุก
733,面白そう,おもしろそう,"น่าอ่าน,น่าสนุก"
734,面白半分に,おもしろはんぶんに,อย่างเล่น ๆ ขำๆ
735,面白み,おもしろみ,"ความน่าสนใจ,ความสนุก"
736,重たい,おもたい,หนัก
737,玩具,おもちゃ,ของเล่น
738,表,おもて,"ด้านหน้า,ข้างนอก"
739,面,おもて,"ผิวหน้า,ใบหน้า,หน้ากาก"
740,表側,おもてがわ,ด้านหน้า
741,表口,おもてぐち,ประตูหน้าบ้าน
742,表通り,おもてどおり,ถนนใหญ่
743,面長,おもなが,หน้ารูปไข่
744,主な人々,おもなひとびと,บุคคลสำคัญ ๆ
745,主に,おもに,เป็นส่วนใหญ่
746,重荷,おもに,1.ภาระ ความรับผิดชอบที่หนักเกินความสามารถ 2. สัมภาระหนัก
747,重み,おもみ,"น้ำหนัก,ความถ่วง,ความน่าเกรงขาม"
748,趣,おもむき,"ใจความสำคัญ,กลิ่นอาย,ลักษณะที่ปรากฏ,รสนิยม,เสน่ห์,ความสง่า"
749,趣き,おもむき,"ใจความสำคัญ,กลิ่นอาย,ลักษณะที่ปรากฏ,รสนิยม,เสน่ห์,ความสง่า"
750,赴く,おもむく,ไป
751,重湯,おもゆ,น้ำข้าว
752,重り,おもり,(ลูก)ดิ่ง
753,錘,おもり,"ลูกตุ้ม,ลูกถ่วง"
754,思惑・思わく,おもわく,"ความคิด,ความเห็น"
755,思惑買い,おもわくがい,การซื้อ(หุ้น)เมื่อคาดว่าราคาจะขึ้น การซื้อหุ้นเก็งกำไร
756,"<a href=""/dictionary/show/4677"">思わしい</a>",おもわしい,"1.น่าพึงพอใจ,สดใส,ราบรื่น,เป็นดั่งหวัง (มักใช้ในรูปปฏิเสธ ความหมายลบ) 2.มักถูกมองว่าเป็นแบบนั้น"
757,思わず,おもわず,โดยไม่ได้ตั้งใจ
758,重んじる,おもんじる,"ให้ความสำคัญ,เห็นเป็นสิ่งสำคัญ"
759,おや,おや,โอ้
760,"<a href=""/dictionary/show/4681"">親</a>",おや,1.พ่อแม่ 2.เจ้ามือ วงไพ่ ** ลูกมือ ใช้คำว่า 子（こ）
761,親会社,おやがいしゃ,"บริษัทแม่,บริษัทที่ปกครองบริษัทอื่นโดยการถือหุ้นหรือให้เงินกู้หรือให้รับช่วงการบริหารงานบางส่วน"
762,親子,おやこ,พ่อแม่ลูก
763,親孝行,おやこうこう,กตัญญูกตเวที
764,親子丼,おやこどん,ข้าวราดหน้าไก่และไข่
765,親父,おやじ,พ่อ
766,親知らず,おやしらず,"ฟันคุด,ฟันกรามที่ขึ้นด้านใน"
767,お休み,おやすみ,ราตรีสวัสดิ์
768,おやすみなさい,おやすみなさい,ราตรีสวัสดิ์
769,お休みなさい,おやすみなさい,ราตรีสวัสดิ์
770,お八つ,おやつ,อาหารว่าง
771,親不孝,おやふこう,อกตัญญู
772,親分,おやぶん,"ลูกพี่,หัวหน้าแก๊ง"
773,親分株,おやぶんかぶ,ตำแหน่งหัวหน้า
774,親譲り,おやゆずり,สิ่งที่ได้รับสืบทอดมาจากพ่อแม่
775,親指,おやゆび,นิ้วโป้ง
776,お湯,おゆ,น้ำร้อน
777,お許し下さい,おゆるしください,ขออภัย
778,"<a href=""/dictionary/show/4699"">泳ぐ</a>",およぐ,1. ว่ายน้ำ 2.แหวก (ฝูงชน) 3. ฟันฝ่า 4.เอนอ่ายไปข้างหน้า ซวนเซไปด้านหน้า
779,凡そ,およそ,"ประมาณ,คร่าว ๆ,ส่วนใหญ่"
780,及び,および,และ
781,及ぶ,およぶ,"มากถึง,ครอบคลุมถึง,ถึงกับต้อง,เท่าเทียม"
782,及ぼす,およぼす,มีผลกระทบถึง
783,"<a href=""/dictionary/show/4706"">折</a>",おり,1.การพับ 2. ช่วงนั้น ตอนนั้น เหมือนกับ 時、際
784,檻,おり,กรง
785,折々,おりおり,ในแต่ละครั้ง
786,折り返し,おりかえし,"1.ส่วนที่พับตลบกลับของเสื้อผ้า เช่น ปกเสื้อ,วกกลับ 2. ตอบกลับทันที 3.ตวัดกลับ,ปาดเข้ามา,หักเข้ามา (ศัพท์ฟุตบอล) 4.จบครึ่งแรก,ผ่านไปครึ่ง"
787,折り返す,おりかえす,"1.พับตลบขึ้น,วกกลับ 2.ตอบกลับทันที 3. ถอยกลับ 4.(ศัพท์ฟุตบอล) จบครึ่งแรก,จบครึ่งฤดูกาล 5.(ศัพท์ฟุตบอล) ตวัดกลับเข้ากลาง,ตัดเข้ากลาง,ตวัดเข้าใน,หักเข้าใน"
788,折り紙,おりがみ,กระดาษสำหรับพับเป็นรูปร่างต่าง ๆ
789,折紙,おりがみ,กระดาษสำหรับพับเป็นรูปร่างต่าง ๆ
790,折り込み広告,おりこみこうこく,ใบโฆษณาที่แทรกในหนังสือพิมพ์
791,折り込む,おりこむ,พับไว้ด้านใน
792,折畳式梯子,おりたたみしきはしご,บันไดพับ
793,折り畳む,おりたたむ,พับทบหลายชั้น
794,下り立つ・降り立つ,おりたつ,1.ลงมายืน 2. ลงมายืนในที่ที่มีระดับน้ำต่ำ 3. ทำด้วยตัวเอง 4.คลั่งไคล้ 
795,折り箱,おりばこ,กล่องที่ทำจากกระดาษแข็งหรือไม้อัดบาง
796,折り節,おりふし,"แต่ละโอกาส,บางโอกาส,ฤดูกาล"
797,折節,おりふし,"แต่ละโอกาส,บางโอกาส,ฤดูกาล"
798,織り交ぜる,おりまぜる,ผสมผสาน
799,織り元,おりもと,อุตสาหกรรมสิ่งทอ
800,織元,おりもと,อุตสาหกรรมสิ่งทอ
801,下り物,おりもの,ของเสียที่ร่างกายขับออกทางช่องคลอดของผู้หญิง ตกขาว
802,織物,おりもの,สิ่งทอ
803,織物業,おりものぎょう,อุตสาหกรรมสิ่งทอ
804,織物商,おりものしょう,"คนขายผ้า,พ่อค้าผ้า"
805,折り好く,おりよく,"บังเอิญโชคดีที่...,เคราะห์ดี"
806,下りる,おりる,"ลง,ใส่กลอนอยู่"
807,降りる,おりる,1.ลง(รถ)　2.ได้รับอนุมัติ 3. ลงจากตำแหน่ง 4. เล่นไพ่ หรือ เดิมพัน อะไร หมายถึง ไม่สู้ หรือ หมอบ
808,折り悪く,おりわるく,เคราะห์ร้าย
809,居る,おる,"อยู่(เป็นรูปถ่อมตนใช้กับพฤติกรรมของผู้พูด),มี"
810,折る,おる,"หัก,พับ,งอ"
811,織る,おる,ทอผ้า
812,俺,おれ,ข้า
813,折れ合う,おれあう,ยอมความกัน
814,お礼,おれい,"การแสดงความขอบคุณ,สิ่งของหรือค่าตอบแทน"
815,御礼,おれい,"การแสดงความขอบคุณ,สิ่งของหรือของตอบแทน"
816,お礼状,おれいじょう,จดหมายขอบคุณ
817,お礼参り,おれいまいり,"การไปวัดแก้บน,การกลับมาแก้แค้นของพวกแก๊งอันธพาล"
818,折れ線,おれせん,เส้นหัก
819,折れ線グラフ,おれせんグラフ,เส้นกราฟ
820,俺達,おれたち,พวกเรา
821,俺等,おれら,พวกเรา
822,折れる,おれる,"หัก,เลี้ยว,ยอม,อ่อนข้อให้,หักพับลง"
823,おろおろ,おろおろ,"1.ตื่นตระหนก,ทำไรไม่ถูก 2.ว้าวุ่น,ตีโพยตีพาย 3.สะอื้น,น้ำตาคลอ 4.ไม่เพียงพอ 5.บางส่วน"
824,愚か,おろか,"1.โง่,เขลา,เพี้ยน,เบาปัญญา 2.ด้อยปัญญา,บ้าบอ,ไร้สาระ 3.อ่อนหัด,ด้อย"
825,愚かしい,おろかしい,"โง่,เบาปัญญา,เพี้ยน"
826,愚かな,おろかな,บ้องตื้น
827,愚か者,おろかもの,คนโง่
828,下ろし,おろし,"การเอาลง,ผักหรือสิ่งที่ขูดเป็นเส้นฝอย ๆ,ปลด(จากตำแหน่ง)"
829,卸,おろし,การขายส่ง
830,卸し,おろし,การขายส่ง
831,卸し売り,おろしうり,การขายส่ง
832,卸売,おろしうり,การขายส่ง
833,卸売り,おろしうり,การขายส่ง
834,卸売り価格,おろしうりかかく,ราคาขายส่ง
835,卸売価格,おろしうりかかく,ราคาขายส่ง
836,卸売市場,おろしうりしじょう,ตลาดขายส่ง
837,卸し売り物価,おろしうりぶっか,ราคาขายส่ง
838,卸売物価,おろしうりぶっか,ราคาขายส่ง
839,卸し問屋,おろしどんや,ร้านขายส่ง
840,卸問屋,おろしどんや,ร้านขายส่ง
841,卸し値,おろしね,ราคาขายส่ง
842,卸値,おろしね,ราคาขายส่ง
843,下ろす,おろす,"1.เอาลง,เอาออกมา 2.ถอน(เงิน),เบิก(เงิน) 3.ใส่,ปิด(กุญแจ) 4.ให้ผู้โดยสารลง 5.เอาออก,ทำแท้ง 6.ยกของไหว้ลง,เก็บของไหว้ 7.ให้ลงจากตำแหน่ง,เอาออก,ปลดออก 8.แล่,เฉือน (ทำอาหาร เช่น ปลา) 9.ขูด 10.ลงแป้นพิมพ์ 11.องค์ลง,เชิญองค์ลง 12.ตำหนิ,พูดให้ร้าย 13.ลมพัดจากด้านบน,ให้พัดลงล่าง 14.ให้ถอยกลับจากตรงหน้าขุนนาง"
844,下ろす,おろす,"เอาลง,ถอน(เงิน),เบิก(เงิน),ใส่(กุญแจ)"
845,卸す,おろす,ขายส่ง
846,堕ろす,おろす,ทำแท้ง
847,降ろす,おろす,"1.เอาลง,เอาออกมา 2.ถอน(เงิน),เบิก(เงิน) 3.ใส่,ปิด(กุญแจ) 4.ให้ผู้โดยสารลง 5.เอาออก,ทำแท้ง 6.ยกของไหว้ลง,เก็บของไหว้ 7.ให้ลงจากตำแหน่ง,เอาออก,ปลดออก 8.แล่,เฉือน (ทำอาหาร เช่น ปลา) 9.ขูด 10.ลงแป้นพิมพ์ 11.องค์ลง,เชิญองค์ลง 12.ตำหนิ,พูดให้ร้าย 13.ลมพัดจากด้านบน,ให้พัดลงล่าง 14.ให้ถอยกลับจากตรงหน้าขุนนาง"
848,疎か,おろそか,"1.ไม่เอาใจใส่,แบบลวก ๆ 2. สภาพห่างกันเป็นหย่อมๆ มีช่องว่างเยอะ "
849,お詫び,おわび,"การขออภัย,การขอโทษ"
850,お笑い,おわらい,เรื่องขำขัน
851,御笑い,おわらい,เรื่องขำขัน
852,終わらせる,おわらせる,ทำให้เสร็จ
853,終,おわり,จบ
854,終り,おわり,จบ
855,終わり,おわり,"ตอนจบ,จบ"
856,終わりに,おわりに,สุดท้ายนี้
857,終り値,おわりね,ราคาปิด (ในตลาดหุ้น)
858,終わり値,おわりね,ราคาปิด (ในตลาดหุ้น)
859,終値,おわりね,ราคาปิด (ในตลาดหุ้น)
860,終る,おわる,"จบ,สิ้นสุด,เสร็จสิ้น"
861,終わる,おわる,"จบ,สิ้นสุด,เสร็จสิ้น"
862,恩,おん,บุญคุญ
863,隠,おん,"หลบ,ซ่อน,วางมือ"
864,音,おん,"เสียงในภาษาศาสตร์,เสียงอ่านแบบจีน"
865,恩愛,おんあい,ความรักและความผูกพัน
866,音域,おんいき,ช่วงระดับสุงต่ำของเสียงที่คน ๆ หนึ่งสามารถออกได้
867,音韻,おんいん,หน่วยเสียงที่มีความหมายในภาษาหนึ่ง
868,音韻学,おんいんがく,"สัทศาสตร์,การศึกษาเกี่ยวกับระบบเสียงในภาษา"
869,音韻組織,おんいんそしき,ระบบเสียง (ของภาษา)
870,音韻部門,おんいんぶもん,องค์ประกอบของหน่วยเสียง
871,音韻論,おんいんろん,วิชาที่ว่าด้วยระบบเสียงของภาษา
872,温雅,おんが,กริยางดงามเป็นผู้ดี
873,恩がある,おんがある,หนี้บุญคุณ
874,音階,おんかい,บันไดเสียง
875,恩返し,おんがえし,ทดแทนบุญคุณ
876,恩返しをする,おんがえしをする,ตอบแทนบุญคุณ
877,"<a href=""/dictionary/show/4818"">音楽</a>",おんがく,"ดนตรี,เพลง,มิวสิค"
878,音楽家,おんがくか,นักดนตรี
879,音楽鑑賞,おんがくかんしょう,การฟังดนตรี
880,音楽祭,おんがくさい,มหกรรมดนตรี
881,音楽家,おんがっか,นักดนตรี
882,音感,おんかん,"ประสาทสัมผัสในทางดนตรี,เซ้นส์ทางด้านดนตรี,ความสามารถในการแยกแยะเสียง"
883,温顔,おんがん,หน้าตาที่ชวนให้รู้สึกอบอุ่น
884,恩義,おんぎ,"หน้าที่ที่ต้องแทนคุณ,หนี้บุญคุณ"
885,恩誼,おんぎ,"หน้าที่ที่ต้องแทนคุณ,หนี้บุญคุณ"
886,恩着せがましい,おんきせがましい,เชิงทวงบุญคุณ
887,恩給,おんきゅう,บำนาญ
888,温灸,おんきゅう,การรักษาโรคแบบหนึ่งของจีน โดยเผาสมุนไพรวางบนจุดต่าง ๆ
889,音響,おんきょう,เสียง
890,音響学,おんきょうがく,โสตศาสตร์
891,音響効果,おんきょうこうか,การใช้เสียงต่าง ๆ ประกอบการแสดงหรือภาพยนตร์
892,音曲,おんぎょく,ดนตรีที่บรรเลงโดยเครื่องดนตรีโบราณของญี่ปุ่น
893,音訓,おんくん,รูปแบบการอ่านคันจิ
894,恩恵,おんけい,"ความกรุณา,พระคุณ"
895,温血動物,おんけつどうぶつ,สัตว์เลือดอุ่น
896,穏健,おんけん,"(ความคิด พฤติกรรม)ไม่รุนแรง,รู้จักประมาณ"
897,温厚,おんこう,"สุภาพอ่อนโยน,มีอัธยาศัยดี"
898,恩師,おんし,อาจารย์ผู้มีพระคุณ
899,恩賜,おんし,ของพระราชทาน
900,温室,おんしつ,เรือนกระจก
901,音質,おんしつ,คุณภาพของเสียง
902,温室効果,おんしつこうか,ปรากฏการณ์เรือนกระจก
903,温室効果ガス,おんしつこうかガス,ก๊าซที่ก่อให้เกิดปรากฏการณ์เรือนกระจก
904,恩赦,おんしゃ,การขออภัยโทษ
905,恩赦する,おんしゃする,อภัยโทษ ขอพระราชทานอภัยโทษ
906,恩赦法,おんしゃほう,กฎหมายอภัยโทษ
907,恩讎,おんしゅう,บุญคุณและความแค้น
908,恩讐,おんしゅう,บุญคุณและความแค้น
909,温順,おんじゅん,หัวอ่อน
910,恩賞,おんしょう,รางวัลตอบแทน
911,温床,おんしょう,1.แปลงเพาะต้นอ่อนที่ใช้ฟางหญ้าหรือพลาสติกคลุมรักษาอุณหภูมิของดิน 2.แหล่งเพราะ(สิ่งชั่วร้าย) บ่อเกิด ต้นกำเนิด
912,温情,おんじょう,ความมีน้ำใจ
913,音色,おんしょく,"น้ำเสียง,ลักษณะเสียง"
914,恩知らず,おんしらず,ไม่รู้บุญคุญคน
915,音信,おんしん,ข่าวคราว
916,恩人,おんじん,ผู้มีพระคุณ
917,音信不通,おんしんふつう,การไม่ได้รับข่าวคราวหรือการติดต่อ　ขาดการติดต่อ
918,温水,おんすい,น้ำอุ่น
919,温水器,おんすいき,เครื่องทำน้ำอุ่น
920,温水プール,おんすいプール,สระน้ำอุ่น
921,音声,おんせい,เสียง (พูด)
922,音声学,おんせいがく,"สัทศาสตร์,วิชาการออกเสียง"
923,音声ダイアル,おんせいダイアル,ระบบเรียกออกอัตโนมัติด้วยเสียง
924,音声メール,おんせいメール,วอยซ์เมล์
925,音節,おんせつ,พยางค์
926,温泉,おんせん,น้ำพุร้อน องเซ็น ออนเซ็น
927,温帯,おんたい,เขตอบอุ่น
928,温暖,おんだん,อากาศอบอุ่น
929,音痴,おんち,"การร้องเพลงเสียงหลง,การรับรู้สับสน"
930,御中,おんちゅう,กราบเรียน (คำต่อท้ายชื่อหน่วยงานในการจ่าหน้าในกรณีที่ไม่ระบุชื่อบุคคล)
931,恩寵,おんちょう,พระเมตตา
932,音程,おんてい,ช่วงระหว่างเสียง 2 ระดับ
933,恩典,おんてん,"สิทธิประโยชน์ที่ให้พิเศษ,เอกสิทธิ์
"
934,温度,おんど,อุณหภูมิ
935,音頭,おんど,"1.ต้นเสียง,เพลงขับร้องและเต้นหมู่ 2. ต้นเรื่อง แกนนำ ผู้ขับเคลื่อน"
936,穏当,おんとう,ถูกต้องสมเหตุสมผล
937,音読,おんどく,การอ่านออกเสียง
938,温度計,おんどけい,"เครื่องวัดอุณหภูมิ,เทอร์โมมิเตอร์"
939,雄鳥,おんどり,ไก่หรือนกตัวผู้
940,女,おんな,ผู้หญิง
941,女主,おんなあるじ,ผู้หญิงที่เป็นหัวหน้าครอบครัว
942,女形,おんながた,นักแสดงชายที่เล่นเป็นผู้หญิงในละครคาบูกิ
943,女方,おんながた,นักแสดงชายที่เล่นเป็นผู้หญิงในละครคาบูกิ
944,女嫌い,おんなぎらい,"โรคเบื่อผู้หญิง,การเกลียดผู้หญิง"
945,女癖,おんなぐせ,"นิสัยเกี่ยวกับผู้หญิง,ยุ่งกับผู้หญิงไม่เลือกหน้า"
946,女狂い,おんなぐるい,บ้าผู้หญิง
947,女気,おんなぎ,"ความอ่อนโยนแบบกุลสตรี,จิตใจความเป็นผู้หญิง,ความเป็นเพศแม่,"
948,女心,おんなごころ,"จิตใจของผู้หญิง,ใจนาง"
949,女盛り,おんなざかり,"ช่วงสาวสะพรั่ง,วัยกำดัด"
950,同じ,おんなじ,"เหมือนกัน,เดียวกัน,เท่ากัน (เพี้ยนมาจากคำว่า 同じ「おなじ」)"
951,女世帯,おんなじょたい,ครอบครัวที่มีแต่ลูกผู้หญิง
952,女好き,おんなずき,"ที่ผู้หญิงชอบ,ผู้ชายที่ชอบมั่วผู้หญิง"
953,女誑し,おんなたらし,เสือผู้หญิง
954,女手,おんなで,"มือของสตรีเพศ,ลายมือผู้หญิง,แรงงานสตรี"
955,女友達,おんなともだち,เพื่อนหญิง
956,女の子,おんなのこ,เด็กผู้หญิง
957,女の人,おんなのひと,ผู้หญิง
958,女腹,おんなばら,สตรีที่คลอดแต่ลูกผู้หญิง
959,女振り,おんなぶり,จริตกริยาของผู้หญิง
960,女便所,おんなべんじょ,ห้องน้ำหญิง
961,女物,おんなもの,ของที่ผู้หญิงใช้
962,女湯,おんなゆ,ห้องอาบน้ำหญิง
963,怨念,おんねん,ความเคียดแค้น
964,御の字,おんのじ,1. สุดยอด สุดล้ำ ไม่มีใครเกิน 2. รู้สึกขอบคุณ 
965,音波,おんぱ,คลื่นเสียง
966,音波水中探知機,おんぱすいちゅうたんちき,เครื่องมือที่ใช้ในการหาตำแหน่งวัตถุใต้น้ำโดยการส่งคลื่นเสียงและรับเสียงสะท้อน
967,音引き,おんびき,การเปิดหาอักษรคันจิในพจนานุกรมตามเสียงอ่านแบบจีน
968,音標文字,おんぴょうもじ,อักษรที่ใช้แทนเสียง
