,Kanji,Word,Meaning
802,命取り,いのちとり,"1.สิ่งที่คร่าชีวิต,สิ่งที่ทำลายให้ย่อยยับ 2. ความสวย ความหล่อ ที่เป็นเสนห์ทำให้ฝ่ายตรงข้ามหลง"
803,命拾い,いのちびろい,รอดชีวิตมาได้
804,命冥加,いのちみょうが,ดวงแข็ง
805,命を奪う,いのちをうばう,ฆาตกรรม
806,井の中の蛙,いのなかのかわず,กบในกะลาครอบ
807,祈り,いのり,อธิษฐาน
808,祈る,いのる,การอธิษฐาน
809,位牌,いはい,ป้ายวิญญาณ
810,違背,いはい,"ขัด(คำสั่ง),ฝ่าฝืน,ละเมิด"
811,居場所,いばしょ,"ถิ่นที่อยู่,ที่อยู่"
812,遺髪,いはつ,เส้นผมของคนตายที่เก็บไว้เป็นที่ระลึก
813,茨,いばら,ไม้พุ่มที่มีหนาม เช่น กุหลาบ
814,荊,いばら,ไม้พุ่มที่มีหนาม เช่น กุหลาบ
815,茨城県,いばらきけん,จังหวัดอิบารากิ
816,"<a href=""/dictionary/show/2290"">威張る</a>",いばる,"ทำเป็นเก่ง,อวดดี,เบ่ง,หยิ่งยโส,ทนงตัว"
817,違反,いはん,"ผิดกฎ,ฝ่าฝืน"
818,違犯,いはん,การทำผิดกฎหมาย
819,萎靡,いび,"หงอย,ซึม,เฉา,ห่อเหี่ยว"
820,いびき,いびき,กรน
821,鼾,いびき,กรน
822,鼾をかく,いびきをかく,กรน
823,歪,いびつ,"บูดเบี้ยว,ผิดส่วน,ผิดเพี้ยน"
824,意表,いひょう,"ไม่คาดคิด,นึกไม่ถุง"
825,胃病,いびょう,โรคเกี่ยวกับกระเพาะอาหาร
826,いびる,いびる,"กลั่นแกล้ง,รังแก"
827,遺品,いひん,"ข้าวของเครื่องใช้ของผู้ตาย,ของที่ทำตกหล่นสูญหาย"
828,畏怖,いふ,ความหวาดกลัว
829,異父,いふ,(พี่น้อง)คนละพ่อ
830,慰撫,いぶ,การปลอบโยน
831,威風,いふう,ความสง่าน่าเกรงขาม
832,遺風,いふう,"ขนบธรรมเนียมเก่า ๆ,คำสอนแต่โบราณ"
833,訝しい,いぶかしい,"น่าสงสัย,ดูมีพิรุธ"
834,訝る,いぶかる,"แคลงใจ,สงสัย"
835,息吹,いぶき,ลมหายใจ
836,息吹き,いぶき,ลมหายใจ
837,衣服,いふく,"เสื้อผ้า,เครื่องแต่งกาย"
838,胃袋,いぶくろ,กระเพาะอาหาร
839,燻す,いぶす,"รมควัน,เผาให้มีควัน,สุมไฟให้เกิดควัน,รมควันให้ผิวโลหะหมอง"
840,異物,いぶつ,"สิ่งแปลกปลอมที่แตกต่างไป,สิ่งปะปน"
841,遺物,いぶつ,"โบราณวัตถุ,ของที่ผู้ตายทิ้งไว้ให้ดูต่างหน้า"
842,いぶる,いぶる,คุกรุ่น
843,燻ぶる,いぶる,"คุกรุ่น,ไหม้โดยไม่เกิดเปลวไฟ,ทำให้มีควันตลบ"
844,燻る,いぶる,"คุกรุ่น,ไหม้โดยไม่เกิดเปลวไฟ,ทำให้มีควันตลบ"
845,異分子,いぶんし,"คนนอก,แกะดำ"
846,胃壁,いへき,ผนังกระเพาะอาหาร
847,異変,いへん,"1.อาเพศ,เหตุการณ์ประหลาด,วิปริต 2.สภาพผิดแปลกไป "
848,いぼ,いぼ,หูด
849,異母,いぼ,"ต่างมารดา,คนละแม่"
850,疣・イボ,いぼ,"หูด,ติ่งเนื้อที่งอกเกินออกมา"
851,いぼいぼ,いぼいぼ,ตะปุ่มตะป่ำ
852,疣,いぼいぼの,"หูด,ติ่งเนื้อ"
853,異邦,いほう,"ต่างด้าว,ต่างแดน,ต่างประเทศ"
854,違法,いほう,ผิดกฎหมาย
855,異邦人,いほうじん,"ชาวต่างชาติ,ชาวต่างประเทศ"
856,異母兄弟,いぼきょうだい,พี่น้องต่างมารดา
857,以北,いほく,ออกไปทางเหนือของ
858,異本,いほん,หนังสือที่ผิดเพี้ยนไปจากต้นฉบับเดิมเนื่องจากการคัดลอก
859,"<a href=""/dictionary/show/2337"">今</a>",いま,"ขณะนี้,ตอนนี้"
860,居間,いま,ห้องนั่งเล่น
861,忌々しい・忌忌しい,いまいましい,"น่าเจ็บใจ,น่าโมโห,น่ารำคาญ,หัวเสีย"
862,今ごろ,いまごろ,"ป่านนี้,ขณะนี้"
863,今頃,いまごろ,"ราว ๆ ตอนนี้,ป่านนี้"
864,今更,いまさら,"ป่านนี้แล้ว,เอาป่านนี้,ถึงขั้นนี้แล้ว"
865,今し方•今しがた,いましがた,"เพิ่งจะเมื่อกี้นี้เอง,เพิ่งจะเดี๋ยวนี้เอง"
866,今時分,いまじぶん,1.ราว ๆ ตอนนี้ 2.ป่านนี้
867,戒める,いましめる,"1.ห้ามปราม 2.ตักเตือน 3.ตำหนิ, 4.ว่ากล่าวสั่งสอน 5.มัด,ผูกเชือก (เขียน 縛める) 6.รังเกลียด,เกลียดชัง"
868,未だに,いまだに,ยัง(ไม่)...แม้ในขณะนี้
869,今では,いまでは,"เดี๋ยวนี้,ปัจจุบันนี้"
870,今時・今どき,いまどき,"สมัยนี้,เดี๋ยวนี้,เอาป่านนี้"
871,今尚,いまなお,ยังคง...จนถึงทุกวันนี้
872,今に,いまに,"แม้จนทุกวันนี้,อีกไม่นาน,ในไม่ช้า"
873,今にも,いまにも,"ทำท่าว่า,เร็ว ๆ นี้,กำลังจะเกิดขึ้นเดี๋ยวนี้แล้ว (แสดงสภาพการเปลี่ยนแปลง)"
874,今のところ,いまのところ,ขณะนี้
875,今風,いまふう,"อย่างนี้,ตามยุคสมัย,อย่างสมัยนี้"
876,今まで,いままで,ถึงตอนนี้
877,今めかしい,いまめかしい,สมัยใหม่
878,今以て,いまもって,แม้ในขณะนี้ยัง(ไม่)....
879,今様,いまよう,"อย่างสมัยนี้,ตามยุคสมัย"
880,今わ,いまわ,วาระสุดท้ายของชีวิตก่อนสิ้นลม
881,今際,いまわ,วาระสุดท้ายของชีวิตก่อนสิ้นลม
882,忌まわしい,いまわしい,"เป็นลาง,น่ารังเกียจ,น่าชัง"
883,忌み,いみ,"การไว้ทุกข์,การถือศีลอด"
884,意味,いみ,ความหมาย
885,意味合い,いみあい,"ความหมายที่แฝงอยู่,นัย"
886,意味が無い,いみがない,"ไม่มีความหมาย,เหลวไหล"
887,忌み嫌う,いみきらう,"รังเกียจ,เกลียดชัง,ขยะแขยง"
888,一度はタイミングが合わない,いちどはタイミングがあわない,เตะวืดไปหนึ่งที เตะไม่โดนไปหนึ่งที (ศัพท์ฟุตบอล)
889,忌詞,いみことば,"คำพูดที่ไม่เป็นมงคล,คำที่ใช้แทนคำที่ไม่เป็นมงคล"
890,移民,いみん,ผู้อพยพไปอยู่ต่างประเทศ
891,忌む,いむ,"การถือศีล,การไว้ทุกข์"
892,芋,いも,"หัวมัน,เซ่อซ่า,ไม่ได้เรื่อง"
893,妹,いもうと,น้องสาว
894,鋳物,いもの,ผลิตภัณฑ์โลหะหล่อ งานหล่อ 
895,慰問,いもん,การเยี่ยมเยียนเพื่อปลอบขวัญหรือให้กำลังใจ
896,嫌,いや,"ไม่ชอบ,เกลียด"
897,否否,いやいや,ไม่ใช่
898,嫌がる,いやがる,"รังเกียจ,ทำท่าไม่ชอบ,อิดออด"
899,違約,いやく,"ผิดสัญญา,ละเมิดสัญญา"
900,違約金,いやくきん,เงินค่าปรับ เงินค่าผิดสัญญา
901,卑しい,いやしい,"ต่ำต้อย,โกโรโกโส,ต่ำทราม,ถ่อย,ตะกละตะกลาม,ละโมบ"
902,賤しい,いやしい,"ต่ำต้อย,โกโรโกโส,ต่ำทราม,ถ่อย,ตะกละตะกลาม,ละโมบ"
903,苟も,いやしくも,(หากพอจะ...) สักนิด (ละก็)
904,卑しめる・賤しめる・賎しめる,いやしめる,"ดูหมิ่น,ดูถูก,ดูแคลน"
905,卑しん坊,いやしんぼう,"คนตะกละตะกลาม,คนละโมบโลภมาก"
906,癒す,いやす,"เยี่ยวยารักษา (แผล โรค),ดับ (ความหิวกระหาย)"
907,癒やす,いやす,"เยี่ยวยารักษา (แผล โรค),ดับ (ความหิวกระหาย)"
908,いやに,いやに,"มากผิดปกติ,เหลือเกิน"
909,いやみを言う,いやみをいう,"ถากถาง,เสียดสี"
910,厭やらしい,いやらしい,"น่ารังเกียจ,น่าขยะแขยง,ทุเรศ,หยาบโลน"
911,嫌らしい,いやらしい,"1.น่ารังเกียจ 2.ทะลึ่ง,ลามก"
912,畏友,いゆう,เพื่อนที่นับถือ
913,愈愈,いよいよ,"1.ในที่สุด,เอาล่ะ (ใช้กับความตื่นเต้นที่จะเกิดขึ้น หรือ การแข่งขันที่ใกล้เข้ามา) 2. ยิ่งขึ้น 3. จวนตัว 4.ไม่ผิดพลาด แน่นอน"
914,偉容,いよう,รูปลักษณ์อันน่าเกรงขาม
915,威容,いよう,รูปลักษณ์อันน่าเกรงขาม
916,意慾,いよく,"ความต้องการจะทำ,ความประสงค์แรงกล้า"
917,意欲,いよく,"ความต้องการจะทำ,ความประสงค์แรงกล้า,ต่อมความอยาก"
918,以来,いらい,"นับตั้งแต่,หลังจากนี้ไป"
919,依頼,いらい,"การขอร้อง,การไหว้วาน,การเรียนเชิญ,การพึ่งผู้อื่น"
920,依頼状,いらいじょう,จดหมายเชิญ (วิทยากร)
921,苛苛・苛々,いらいら,"กระสับกระส่าย,ประสาทกิน"
922,イライラ,いらいら,"การหงุดหงิด,ฉุนเฉียว"
923,甍,いらか,กระเบื้องปูหลังคา
924,蕁麻,いらくさ,พันธุ์ไม้ที่มีขนคัน (ทำให้คัน)
925,苛立たしい,いらだたしい,"หงุดหงิด,รำคาญ"
926,苛立たせる,いらだたせる,"กวนโอ๊ย,ทำให้รำคาญ"
927,苛立つ,いらだつ,"ประสาทกิน,หงุดหงิด,รำคาญใจ"
928,苛立てる,いらだてる,"ทำให้หงุดหงิด,ทำให้กระวนกระวาย"
929,いらっしゃいませ,いらっしゃいませ,ยินดีต้อนรับ(ในร้านค้า)
930,いらっしゃる,いらっしゃる,"(เป็นกิริยายกย่องของ 行く、来る、いる)ไป,มา,อยู่,มี"
931,要らない,いらない,ไม่เอา
932,入り海,いりうみ,"อ่าวเล็ก ๆ,เวิ้งน้ำ"
933,入海,いりうみ,"อ่าวเล็ก ๆ,เวิ้งน้ำ"
934,入り江,いりえ,อ่าวเล็ก ๆ
935,入江,いりえ,"อ่าวเล็ก ๆ,เวิ้งน้ำ"
936,入り口・入口,いりぐち・いりくち,ทางเข้า
937,入り組む,いりくむ,"ยุ่งยาก,เกี่ยวข้อง"
938,煎り卵,いりたまご,ไข่คน
939,煎玉子,いりたまご,ไข่คน
940,煎りつく,いりつく,น้ำแห้งจนไหม้ติดกระทะ
941,入り浜,いりはま,"นาเกลือ,ฟาร์มเกลือ"
942,入り日・入日,いりひ,ตะวันที่ใกล้ลับขอบฟ้า
943,入り浸る,いりびたる,"นั่งแช่,แช่(น้ำ)"
944,入り船,いりふね,เรือที่เข้ามาเทียบท่า
945,入り船,いりぶね,เรือที่เข้ามาเทียบท่า
946,炒り豆,いりまめ,ถั่วคั่ว
947,入り乱れる,いりみだれる,ปนเปกันยุ่งไปหมด
948,入り婿,いりむこ,สามีที่ใช้นามสกุลของฝ่ายภรรยา
949,入婿,いりむこ,สามีที่ใช้นามสกุลของฝ่ายภรรยา
950,慰留,いりゅう,"การเหนี่ยวรั้งหรือยับยั้ง (ไม่ให้ลาออก),การทัดทาน"
951,遺留,いりゅう,"ลืมทิ้งไว้,เหลือทิ้งไว้ก่อนตาย"
952,医療,いりょう,การรักษาพยาบาล
953,衣料,いりょう,เสื้อผ้า
954,入り用,いりよう,"ที่จำเป็น,ค่าใช้จ่ายที่จำเป็น"
955,入用,いりよう,"ที่จำเป็น,ค่าใช้จ่ายที่จำเป็น"
956,医療椅子,いりょういす,เก้าอี้ทำฟัน
957,医療機器,いりょうきき,เครื่องมือทางการแพทย์
958,医療費,いりょうひ,ค่ารักษาพยาบาล
959,医療用,いりょうよう,ใช้ในด้านการแพทย์
960,偉力,いりょく,พลังอำนาจอันยิ่งใหญ่
961,威力,いりょく,"อานุภาพ,อิทธิพล,อำนาจ"
962,入る,いる,เข้า
963,射る,いる,ยิง
964,"<a href=""/dictionary/show/2468"">居る</a>",いる,"อยู่,มีอยู่ (ใช้พูดถึงสิ่งกับมีชีวิต)"
965,要る,いる,ต้องการ
966,鋳る,いる,หล่อ
967,衣類,いるい,"เสื้อผ้า,เครื่องแต่งกาย"
968,海豚,いるか,ปลาโลมา
969,異例,いれい,เหตุการณ์หรือเรื่องที่ไม่เคยปรากฏมาแต่ก่อน
970,慰霊祭,いれいさい,พิธีเซ่นไหว้ดวงวิญญาณ
971,入れ換える,いれかえる,"1.ใส่แทน,วางแทนที่,สับเปลี่ยน,เปลี่ยนที่วาง 2.(ถูกคู่ต่อสู้) พลิกเล่น (ศัพท์ฟุตบอล)"
972,入れ替える,いれかえる,"1.ใส่แทน,วางแทนที่,สับเปลี่ยน,เปลี่ยนที่วาง 2.(ถูกคู่ต่อสู้) พลิกเล่น (ศัพท์ฟุตบอล)"
973,入れ代わる,いれかわる,"สับเปลี่ยน,สลับกัน"
974,入れ替わる,いれかわる,"สับเปลี่ยน,สลับกัน"
975,入れ毛,いれげ,ปอยผมที่ใช้แซมผมจริงในการแต่งผม
976,入れ子,いれこ,"กล่องที่มีกล่องขนาดเล็กกว่าซ้อนกันเป็นชั้น ๆ อยู่ภายใน,บุตรที่ขอมาเลี้ยงแทนบุตรที่ตายไป"
977,入れ墨,いれずみ,รอยสัก
978,入墨,いれずみ,รอยสัก
979,刺青,いれずみ,รอยสัก
980,剳青,いれずみ,รอยสัก
981,文身,いれずみ,รอยสัก
982,黥,いれずみ,รอยสัก
983,刺青をする,いれずみをする,สัก
984,入れ智慧,いれちえ,การเสี้ยมสอน
985,入れ知恵する,いれぢえする,"เสี้ยมสอน,เสี้ยม,เสือก,พูดเรื่องไม่เป็นเรื่อง"
986,入れ違う,いれちがう,"สวนทางกัน,วางผิด,ใส่ผิด"
987,入れ違える,いれちがえる,"วางผิด,ใส่ผิด"
988,入れない,いれない,ไม่ใส่
989,"<a href=""/dictionary/show/2495"">入れ歯</a>",いれば,ฟันปลอม
990,入れ物,いれもの,"ภาชนะ,ที่ใส่"
991,入物,いれもの,"ภาชนะ,ที่ใส่"
992,"<a href=""/dictionary/show/2500"">入れる</a>",いれる,"บรรจุ,ใส่,ให้เข้า,รับเข้ามา,สั่ง(ของ)เข้า,รวม,เข้าไปด้วย,เปิดเครื่อง,ทำตามข้อเสนอ,ทำตามคำแนะนำ,ทำตามคำขอ"
993,容れる,いれる,"บรรจุ,อนุมัติ,ยินยอม,ยอมรับ"
994,色,いろ,"1.สี 2.สีหน้า,รูปลักษณ์,ท่าทาง 3.สีผิว 4.สวยงาม,ความงาม (สตรี) 5.เสียง 6.แฟน"
995,色合い,いろあい,"โทนสี,เฉดสี,การให้สี"
996,色揚げ,いろあげ,การย้อมผ้าที่สีซีด
997,色褪せる,いろあせる,"ซีดจาง,เลือนราง,สีซีด,จืดจาง,ซาลง"
998,色糸,いろいと,"ด้ายหรือเส้นไหมสี,สายของเครื่องดนตรีชามิเซ็น"
999,色色,いろいろ,"ต่าง ๆ นานา,หลากหลาย,สารพัด"
1000,色々,いろいろ,"ต่าง ๆ มากมาย,หลายอย่าง"
1001,遺漏,いろう,การหลงลืมตกหล่น
1002,慰労会,いろうかい,งานเลี้ยงขอบคุณ
1003,慰労金,いろうきん,เงินโบนัส
1004,色絵,いろえ,ภาพวาดระบายสี
1005,色鉛筆,いろえんぴつ,ดินสอสี
1006,色男,いろおとこ,"หนุ่มหล่อ,หนุ่มเนื้อหอม,เจ้าชู้,นักรัก"
1007,色女,いろおんな,"สาวสวย,หญิงที่มีเสน่ห์เย้ายวน,เมียเก็บ"
1008,色香,いろか,"สีและกลิ่น,เสน่ห์ของผู้หญิง"
1009,色紙,いろがみ,กระดาษสี กระดาษสำหรับเซ็นลายเซ็น
1010,色変わり,いろがわり,"เปลี่ยนสี,สีซีดจาง,คนละสีกัน"
1011,色気,いろけ,"การให้สี,เสน่ห์ดึงดูดเพศตรงข้าม,ความสนใจเพศตรงข้าม"
1012,色消し,いろけし,"เลนส์ที่ช่วยการปรับการแยกสีของแสง,ไม่สนุก,กร่อย,ไร้รสชาติสีสัน"
1013,色恋,いろこい,ความรักระหว่างหนุ่มสาว
1014,色事,いろごと,"เรื่องรัก ๆ ใคร่ ๆ,เรื่องชู้สาว"
1015,色好み,いろごのみ,"รักสนุก,มักมาก(ในกาม)"
1016,色白,いろじろ,ผิวขาว
1017,色刷り,いろずり,การพิมพ์สี
1018,色染め,いろぞめ,การย้อมสี
1019,色違い,いろちがい,สีต่างกัน
1020,色付く,いろづく,"(หน้า)แดง,เปลี่ยนเป็นสีสันสวยงาม,เริ่มสนใจเพศตรงข้าม"
1021,色付け,いろづけ,"การให้สี,การแต่งแต้มสีสัน,รายการพิเศษส่งเสริมการขาย"
1022,色艶,いろつや,"สีและเงาวาว,สีเลือดที่ผิวหน้า,ความน่าสนใจ"
1023,色止め,いろどめ,การทำให้สีไม่ซีดไม่ตก
1024,彩る,いろどる,"แต่งหน้า,แต่งแต้มสีสัน"
1025,色抜き,いろぬき,"การลบสีเดิมออกก่อนแล้วย้อมทับ,(วงเหล้าที่)ขาดเกอิชา"
1026,伊呂波,いろは,1.พื้นฐาน เริ่มแรก  2. ตัวหนังสือญี่ปุ่น ฮิรางานะ และ คาตาคานะ
1027,色好い,いろよい,น่าพอใจ
1028,色良い,いろよい,ชอบใจ
1029,色分け,いろわけ,"การใช้สีแสดงความแตกต่างในการแบ่งกลุ่ม,การจำแนก"
1030,色をつける,いろをつける,ย้อมสี
1031,色んな,いろんな,"ต่าง ๆ,นานา,หลากหลาย"
1032,岩,いわ,โขดหิน
1033,祝い,いわい,ของขวัญ
1034,祝う,いわう,"ฉลอง,แสดงความยินดี,อวยพร,ให้ของเพื่อเป็นการแสดงความยินดี"
1035,違和感,いわかん,"รู้สึกแปลกๆ,รู้สึกขัดแยัง,รู้สึกขัดๆกัน,ความรู้สึกว่าขัดกันหรือไม่กลมกลืนกัน"
1036,曰く,いわく,"พูด,อธิบาย"
1037,鰯,いわし,ปลาซาดีน
1038,鰯鯨,いわしくじら,ปลาวาฬชนิดหนึ่ง มีครีบเล็ก ๆ อยู่บนหลังค่อนไปทางหาง
1039,岩手県,いわてけん,จังหวัดอิวาเตะ
1040,岩場,いわば,"หินผา,หน้าผา,ชะง่อนผา"
1041,言わば,いわば,"ว่าไปแล้วก็คือ,อาจเรียกได้ว่า"
1042,所謂,いわゆる,"ที่เรียกกันว่า,ที่รู้จักกันในนามว่า"
1043,意を尽くす,いをつくす,พูดจนหมด
1044,意を迎える,いをむかえる,เอาใจ
1045,意を用いる,いをもちいる,"ใส่ใจ,สนใจ"
1046,印,いん,"ตราที่ใช้ประทับ,ท่าวางนิ้วพระหัตถ์ของพระพุทธเจ้า"
1047,員,いん,"สมาชิก,พนักงาน,เจ้าหน้าที่"
1048,因,いん,สาเหตุ
1049,院,いん,"สถาน,สภา"
1050,陰,いん,"สลัว,เงา,ไม่ชัด,จันทรคติ,ขั้วลบ"
1051,隠,いん,"หลบ,ซ่อน,วางมือ"
1052,韻,いん,สัมผัสสระ
1053,飲,いん,ดื่ม
1054,因果,いんが,"สาเหตุและผล,ผลกรรม,กรรมเก่า,มีกรรม"
1055,因果応報,いんがおうほう,"เวรกรรมมีจริง,กงกรรมกงเกวียน,กรรมตามสนอง.กรรมตามทัน,แล้วแต่บุญแต่กรรม"
1056,陰核,いんかく,ต่อมหรือจุดกระสัน (ในของลับของผู้หญิง)
1057,印画紙,いんがし,กระดาษสำหรับพิมพ์หรืออัดรูปภาพ
1058,印鑑,いんかん,ตราประทับ
1059,陰気,いんき,"(นิสัย หรือ คุณลักษณะ) อืมครึม,ขมุกขมัว,ซึมเซา,ไม่สดใส"
1060,院議,いんぎ,การประชุมสภา
1061,隠居,いんきょ,ปลดเกษียณออกจากวงการ
1062,陰極,いんきょく,"แคโธด,ขั้วไฟฟ้าลบ"
1063,陰極管,いんきょくかん,หลอดภาพที่ใช้ในโทรทัศน์
1064,陰極線,いんきょくせん,แสงที่ออกมาจากขั้วลบเมื่อใช้กระแสไฟฟ้าผ่านหลอดที่ไม่มีอากาศ
1065,陰極線管,いんきょくせんかん,หลอดภาพที่ใช้ในโทรทัศน์
1066,隠居暮らし,いんきょぐらし,การใช้ชีวิตหลังเกษียณอายุ
1067,陰金田虫,いんきんたむし,(โรค)สังคัง
1068,陰茎,いんけい,"องคชาติ,ลึงค์"
1069,いんげん,いんげん,ถั่วฝักยาว
1070,隠元,いんげん,ถั่วฝักยาว
1071,隠元豆,いんげんまめ,ถั่วฝักยาว
1072,鸚哥,いんこ,นกหงส์หยก
1073,隠語,いんご,"คำที่รู้กันเฉพาะวงใน,รหัสลับ"
1074,韻語,いんご,"คำที่รู้กันเฉพาะวงใน,รหัสลับ"
1075,咽喉,いんこう,"คอหอย,ช่องคอด้านในลำคอ"
1076,因業,いんごう,"กรรมและผลแห่งกรรม,ใจร้ายใจดำ,อาภัพอับโชค,ทุกข์"
1077,印刻,いんこく,"ตีพิมพ์,พิมพ์(ด้วยแม่พิมพ์)"
1078,印刻物,いんこくぶつ,สิ่งตีพิมพ์
1079,印刷,いんさつ,"พิมพ์,พรินต์"
1080,印刷機,いんさつき,"เครื่องพิมพ์,พรินเตอร์"
1081,印刷所,いんさつしょ,โรงพิมพ์
1082,印刷所,いんさつじょ,โรงพิมพ์
1083,印刷する,いんさつする,พิมพ์
1084,印刷物,いんさつぶつ,สิ่งพิมพ์
1085,陰惨,いんさん,สยดสยอง
1086,印紙,いんし,อากรแสตมป์
1087,因子,いんし,1.สารที่เป็นปัจจัยตัวประกอบในคณิตศาสตร์ 2. ปัจจัย
1088,印字,いんじ,1.พิมพ์ (ด้วยเครื่องพิมพ์ดีด) 2.ตัวหนังสือที่พิมพ์ หรือ ปริ้น
1089,陰湿,いんしつ,"1.ชื้นและไม่ถูกแดด 2.(นิสัย หรือ คุณลักษณะ) อืมครึม,ขมุกขมัว,ซึมเซา,ไม่สดใส 3.โหดร้าย,สกปรก (มักใช้กับพวกนิสัยกลั่นแกล้ง หรือ วิธีการสกปรก)"
1090,隠者,いんじゃ,ฤษี
1091,飲酒,いんしゅ,การดื่มสุรา
1092,因襲,いんしゅう,จารีตประเพณี
1093,飲酒運転,いんしゅうんてん,การขับรถหลังจากดื่มเหล้า
1094,飲酒運転する,いんしゅうんてんする,เมาแล้วขับ
1095,因循,いんじゅん,"ไม่เด็ดขาด,ตามแบบเดิม ๆ โดยไม่คิดปรับปรุงเปลี่ยนแปลง"
1096,印書,いんしょ,การพิมพ์ดีด
1097,印章,いんしょう,"ตรายาง,ตราประทับ"
1098,"<a href=""/dictionary/show/2622"">印象</a>",いんしょう,"ภาพลักษณ์,อิมเมจ,ความรู้สึกที่ได้เห็นหรือได้ยิน,ความรู้สึกที่ตรึงติดในใจ"
1099,引証,いんしょう,ยกมาเป็นหลักฐานอ้างอิง
1100,印象主義,いんしょうしゅぎ,เอกเพรสชั่นนิสซึม
1101,飲食,いんしょく,"การดื่มกิน,การกินดื่ม"
1102,飲食店,いんしょくてん,ร้านอาหาร
1103,飲食物,いんしょくぶつ,อาหารและเครื่องดื่ม
1104,因数,いんすう,ตัวประกอบ (ทางคณิตศาสตร์)
1105,員数,いんずう,"จำนวนคน,จำนวนที่กำหนด,ข่ายที่กำหนด"
1106,院生,いんせい,นักศึกษาระดับปริญญาโท
1107,陰性,いんせい,"1.ไม่สดใส,เก็บอยู่ข้างในใจ 2.เนกาตีฟ,ผลลบ"
1108,隕星,いんせい,"สะเก็ดดาว,ดาวตก"
1109,隠栖,いんせい,แยกตัวถือสันโดษ
1110,隠棲,いんせい,แยกตัวถือสันโดษ
1111,印税,いんぜい,ค่าสิทธิ (Royalty、royalties)　ส่วนแบ่งที่ผู้พิมพ์จำหน่ายปันผลให้แก่เจ้าของผลงานตามยอดขาย
1112,いん石,いんせき,"สะเก็ดดาว,อุกกาบาต"
1113,姻戚,いんせき,ญาติที่เกี่ยวดองเนื่องจากการสมรส
1114,引責,いんせき,รับผิดชอบ
1115,隕石,いんせき,"สะเก็ดดาว,อุกกาบาต"
1116,引接,いんせつ,รับสั่งให้เข้าเฝ้า
1117,隠然,いんぜん,แฝงหรือซ่อนเร้นอยู่ภายใน
1118,印相,いんぞう,"ลักษณะการวางนิ้วพระหัตถ์ของพระพุทธรูป,ลักษณะของตราประทับชื่อ"
1119,引退,いんたい,"การออกจากวงการ,การถอนตัว"
1120,インチキ,いんちき,"โกง,ต้มตุ๋น,ปลอม,เก๊,การขี้โกง(การพนัน การเล่น)"
1121,院長,いんちょう,ผู้อำนวยการโรงพยาบาล ผ.อ โรงพยาบาล
1122,咽頭,いんとう,คอหอย(เชื่อมระหว่างปากและโพรงจมูกกับหลอดอาหาร)
1123,咽頭炎,いんとうえん,"ภาวะเยื่อบุผิวของคอหอยอักเสบ,คอหอยอักเสบ"
1124,隠匿,いんとく,"การซ่อนเร้น,ซุก,ปิดบัง,ปกปิด,ซุกซ่อน"
1125,"<a href=""/dictionary/show/2683"">因縁</a>",いんねん,"1.พรหมลิขิต,บุญทำกรรมแต่ง 2.ผูกพันธ์,สายสัมพันธ์ 3.ต้นตอ,บ่อเกิด 4.ข้อหา,เรื่องที่เป็นปัญหา"
1126,陰嚢,いんのう,ถุงอัณฑะ
1127,淫靡,いんび,"อนาจาร,หยาบโลน,ลามก"
1128,隠微,いんび,"เข้าใจยาก,ลึกลับ"
1129,陰部,いんぶ,"ส่วนอวัยวะเพศ,ของลับ"
1130,淫婦,いんぷ,"โสเภณี,หญิงแพศยา"
1131,韻文,いんぶん,"ร้อยกรอง,คำประพันธ์"
1132,隠蔽,いんぺい,"ซ่อน,ปิดบัง,ปกปิด,อำพราง"
1133,隠蔽する,いんぺいする,อำพราง
1134,陰謀,いんぼう,"แผนร้าย,แผนการ"
1135,陰毛,いんもう,หมอย
1136,引用,いんよう,การยกคำพูดหรือข้อเขียนมาอ้างอิง
1137,陰陽,いんよう,"ขั้วลบและขั้วบวก,มืดกับสว่าง,เงาและแสง,หยินและหยาง"
1138,飲用,いんよう,(น้ำ)สำหรับดื่ม
1139,韻律,いんりつ,จังหวะในคำประพันธ์ร้อยกรอง
1140,飲料,いんりょう,เครื่องดื่ม
1141,飲料水,いんりょうすい,น้ำดื่ม
1142,引力,いんりょく,"แรงดึง,แรงดึงดูด"
1143,陰暦,いんれき,ปฏิทินตามจันทรคติ
1144,イナゴ投資,いなごとうし,การลงทุนแบบแมงเม่า
1145,胃下垂,いかすい,กระเพาะย้อย
1146,医療品,いりょうひん,ยา อุปกรณ์แพทย์ ของรักษาทางการแพทย์
1147,一時見合わせ,いちじみあわせ,การเลื่อนออกไปชั่วครู่ การหยุดชั่วครู่ 
1148,因果関係,いんがかんけい,ความสัมพันธ์ที่เกี่ยวข้องกันจนทำให้เกิดผลตามมา
1149,居直る,いなおる,"1.เปลี่ยนท่าที,แข็งข้อ,แข็งกลับเข้าใส่,ฮึดฮัดกลับใส่  2.นั่งดีๆ,แก้ท่านั่ง "
1150,一芸一能,いちげいいちのう,มีพรสวรรค์ หรือ ความสามารถอยู่ 1 เรื่อง
1151,勢いを取り戻す ,いきおいをとりもどす,ฟื้นคืนชีพ กลับมาคึกคักอีกครั้ง
1152,イベントを取り止める,いべんとをとりやめる,ยกเลิกจัดงานอีเวนต์
