,Kanji,Word,Meaning
380,営利的,えいりてき,การเ้น้นไปที่ผลประโยชน์ทางการเงินเป็นหลัก
381,営利保険・営業保険,えいりほけん・えいぎょうほけん,องค์กร หรือ บริษัท ที่เน้นการขายประกัน ในการดำเนินธุรกิจ 
382,営利誘拐財,えいりゆうかいざい,ความผิดฐานชักชวน หรือ หลอกลวงผู้คนให้หลงเชื่อทางธุรกิจ และ เกิดการสูญเงินขึ้น
383,エールを送る,えーるをおくる,ส่งเสียงเชียร์
384,エールの交換,えーるのこうかん,การส่งเสียงเชียร์ใส่ซึ่งกันและกัน ของกองเชียร์ทั้ง 2 ฝ่าย
385,永久歯,えいきゅうし,ฟันแท้
386,営業補助,えいぎょうほじょ,"ผู้ช่วยการตลาด ผู้ช่วยฝ่ายขาย supporter marketing , sale marketing"
387,援護射撃,えんごしゃげき,1.ยิงเปิดทาง 2.พฤติกรรม หรือ คำพูด ที่ช่วยดัน ส่งเสิรมอีกฝ่ายหนึง
388,江戸っ子,えどっこ,1.เด็ก หรือ คนที่เกิดที่เอโดะ 2.เด็ก หรือ คนที่มีต้นกำเนิดที่โตเกียว (ตั้งแต่รุ่นปู่รุ่นย่า)
389,絵コンテ,えこんて,Storyboard สตอรี่บอรด์ หรือ ไกด์ไลน์ที่วาดขึ้นล่วงหน้า เอาไว้ดูเพื่อให้เข้าใจเนื้อเรื่องได้ง่ายขึ้น สำหรับ หนัง หรือ แวดวงโฆษณา
390,エアコン吹き出し口,えあこんふきだしぐち,ช่องแอร์ ช่องปล่อยแอร์
391,NOS,えんぬおーえす,"Nitrous Oxide Systems ニトロ　(亜酸化窒素)
"
392,抉り取る,えぐりとる,ล้วงออก คว้านออก
393,円了,えんりょう,ชื่อคนญี่ปุ่น เอนเรียว
394,園芸品種,えんげいひんしゅ,พันธ์พืชที่มีคุณสมบัติปลูกขึ้นตามการใช้งาน โดยเป็นการสร้างพันธ์ขึ้นของมนุษย์
395,江戸川,えどがわ,แม่น้ำ เอโดะ ในจังหวัดโตเกียว
396,永逝,えいせい,ตาย นอนหลับไม่ตื่น เสียชีวิต
397,江戸川乱歩,えどがわらんぽ,นักประพันธ์ ชื่อดัง ที่มีบทบาทในการแต่งนิยายแนวสืบสวน ของญี่ปุ่น
398,エビ春巻き,えびはるまき,ปอเปี๊ยะกุ้ง
399,榎本,えのもと,นามสกุลคนญี่ปุ่น เอโนโมโตะ
400,液化天然ガス,えきかてんねんがす,LNG (Liquefied Natural gas) เป็นก๊าซธรรมชาติที่ถูกทำให้อยู่ในรูปของเหลวเพื่อประโยชน์ในการขนส่งไปใช้ในที่ไกลๆ ก๊าซธรรมชาติเหลว 　
401,エアダクト,えあだくと,Air Duct สายอากาศ ท่ออากาศ
402,炎属性,えんぞくせい,ธาตุไฟ
403,エコ表示,えこひょうじ,แสดงผลแบบประหยัด
404,円筒状,えんとうじょう,รูปทรงกระบอก ทรงกลม
405,永遠恋愛,えいえんれんあい,"ความรักชั่วนิรันดร์,ความรักนานแสนนาน"
406,延長コード,えんちょうこーど,ปลั๊กพ่วง
407,エンジンを下ろす,えんじんをおろす,ยกเครื่อง เอาเครื่องออก
408,絵空事,えそらごと,เรื่องแต่ง เรื่องเพ้อฝัน
409,演出コンテ,えんしゅつこんて,สตอรี่บอร์ด เอฟเฟค
410,海老のすり身揚げ,えびのすりみあげ,ทอดมันกุ้ง 
411,厭世家,えんせいか,คนมองโลกในแง่ร้าย
412,厭世観,えんせいかん,1.ความรู้สึกเห็นผิดเป็นถูก เห็นดำเ้ป็นขาว 2. การมองโลกในแง่ร้าย
413,厭世主義,えんせいしゅぎ,1.ความรู้สึกเห็นผิดเป็นถูก เห็นดำเ้ป็นขาว 2. การมองโลกในแง่ร้าย
414,厭世的,えんせいてき,คนที่มองโลกในแง่ร้าย ในเชิงมองโลกในแง่ร้าย
415,エコー検査,えこーけんさ,การตรวจอุลตร้าซาวด์
416,江戸時代,えどじだい,ยุคสมัยเอโดะ
417,縁石,えんせき、ふちいし、へりいし,"ไหล่ทางเดิน,ริมทางเดิน,ทางกั้นทางเดิน"
418,栄養ドリンク剤,えいようどりんくざい,เครื่องดื่มชูกำลัง 
419,枝毛,えだげ,ผมแห้งแตกปลาย ผมแตกปลาย
420,縁故,えんこ,1. สายสัมพันธ์ สายเลือด 2. ความสัมพันธ์ระหว่างคนหนึ่ง กับ คนหนึ่ง 3. เหตุผล
421,縁故者,えんこしゃ,ญาติ 
422,得体,えたい,ตัวตนที่แท้จริง นิสัยที่แท้จริง
423,得体が知れない,えたいがしれない,ไม่รู้ตัวตนที่แท้จริง ไม่รู้นิสัย ความเป็นมาที่แท้จริง
424,エビの炭火焼き,えびのすみびやき,กุ้งเผา
425,A4変形版,えーよんへんけいばん,กระดาษ A4　รูปแบบหน้ากระดาษ  A4
426,A系,えーけい,คนที่ชื่นชอบสไตล์ หรือ แนวแฟชั่นของ อาคิฮาบาร่า
427,エアポケット,えあぽけっと,หลุมอากาศ
428,英知・叡智・叡知,えいち,สติปัญญาล้ำลึก
429,永住権,えいじゅうけん,สิทธิการอยู่อาศํยถาวร
430,枝道,えだみち,1.ถนนที่แยกออกไปจากถนนหลัก 2. หลุดจากประเด็นหลัก
431,営業利益,えいぎょうりえき,กำไรจากการดำเนินงาน (EBIT)
432,エノキダケ,えのきだけ,เห็ดเข็มทอง
433,海老詰めロール,えびつめろーる,ฮะเก๋า
434,円売り介入,えんうりかいにゅう,การแทรกแซงด้วยการขายเงินเยนออก เพื่อลดวิกฤต ค่าเงินเยนแข็ง
435,"<a href=""/dictionary/show/48845"">影響力</a>",えいきょうりょく,อิทธิพล มีบทบาท
436,エリア配分,えりあはいぶん,การแบ่งพื้นที่ 
437,衛生用マスク,えいせいようますく,หน้ากากอนามัย
438,蘞い・醶い,えぐい,"1.รสชาติจัดจนแสบคอ 2.โหด,รุนแรง,หนักหนาสาหัส 3. เลือดเย็น โหดเหี้ยม"
439,襟立て,えりたて,การตั้งปกคอเสื้อ
440,絵心,えごころ,1. คนที่มีความเข้าใจในศิลปะการวาดรูป หรือ ชอบวาดรูป 2. ความรู้สึกอยากวาดรูป
441,海老っ子,えびっこ,กุ้งเรดบี หรือ กุ้งแคระ สายพันธ์ที่มีราคาสูงที่สุด มีต้นกำเนิดจากประเทศญี่ปุ่น
442,英語力,えいごりょく,ความสามารถด้านภาษาอังกฤษ 
443,延伸区間,えんしんくかん,ส่วนต่อขยาย ( เช่นรถไฟฟ้า BTS )
444,"<a href=""/dictionary/show/49996"">選り好み•えり好み</a>",えりごのみ,การเลือกแต่ของที่ตัวเองชอบ
445,えぐい,えぐい,1. ลำบากเหนื่อยใจ รู้สึกแย่ ไม่เวริค์ งานหนัก 2. ยอดเยี่ยม สุดยอด
446,江戸前,えどまえ,"1.สไตล์เอโดะ,บรรยากาศแบบเอโดะ,บรรยากาศแบบโตเกียว (มักใช้กับของกิน) 2.อาหารเลิสรสสไตล์เอโดะ (มักใช้กับปลาดิบ ซูชิ ต่างๆ เพราะขึ้นชื่อเรื่องความสดอร่อย) "
447,縁覚,えんがく,พระปัจเจกพุทธเจ้า
448,遠赤外線,えんせきがいせん,"Far Infrared Ray รังสีอินฟาเรดนี้เป็นรูปแบบของพลังความร้อนจากแสงอาทิตย์ที่ไม่ต้องอาศัยอากาศเป็นสื่อกลางในการนำความร้อน เป็นพลังงานที่อยู่ในย่านที่ไม่สามารถมองเห็นได้ด้วยตาเปล่า
"
449,遠距離恋愛,えんきょりれんあい,ความรักห่างไกล ต่างคนต่างอยู่คนละที่
450,演習弾,えんしゅうだん,"กระสุนซ้อม, ลูกกระสุนปลอม"
451,栄養分,えいようぶん,โภชนาการ สารอาหาร
452,影響を来たす,えいきょうをきたす,เกิดผลกระทบในทางแย่ นำมาซึ่งผลลัพท์ที่ไม่ดี
453,営業側面支援,えいぎょうそくめんしえん,การช่วย หรือ สนับสนุนการขายทางอ้อม
454,鰓呼吸,えらこきゅう,หายใจทางเหงือก
455,海老味噌,えびみそ,กะปิ
456,遠隔地,えんかくち,ถิ่นธุรกันดาร ถิ่นที่อยู่ห่างไกลความเจริญ 
457,選りすぐる,えりすぐる,คัดสรรของที่ดีที่สุด เลือกแต่ของที่ดี
458,営業部長,えいぎょうぶちょう,ผู้จัดการฝ่ายขาย
459,依怙贔屓,えこひいき,"ความลำเอียง (การช่วยเหลือ หรือ ดูแลเฉพาะคนที่เราชอบ หรือ ถูกคอ การเลือกที่รักมักที่ชัง),เด็กในคาถา"
460,エスニック,えすにっく,"เกี่ยวกับเชื้อชาติ, เกี่ยวกับเผ่าพันธุ์"
461,"<a href=""/dictionary/show/51549"">影響を及ぼす</a>",えいきょうをおよぼす,ส่งผลกระทบถึง
462,越権行為,えっけんこうい,พฤติกรรม หรือ การใช้สิทธิอำนาจเกินขอบเขต
463,越権代理,えっけんだいり,การใช้อำนาจเกินขอบเขตของคนที่เป็นตัวแทน
464,えがらっぽい,えがらっぽい,รสชาติฝืดคอ
465,餌付け,えづけ,ใช้เหยี่อล่อ หรือ อาหารล่อ ให้สัตว์ หรือ ของนั้นๆ มีความสนิทสนม หรือ เข้าหาง่ายยิ่งขึ้น
466,"<a href=""/dictionary/show/52149"">栄養価</a>",えいようか,"คุณค่าทางอาหาร,คุณค่าทางโภชนาการ"
467,縁,えん,1. ขอบ ริม 2. กรรม 3. สายสัมพันธ์ ความสัมพันธ์
468,海老茶,えびちゃ,สีแดงม่วงเข้มอมน้ำตาล (maroon)
469,海老の触覚,えびのしょっかく,หนวดกุ้ง คู่หน้า ที่เอาไว้จับทิศทาง
470,映像操作卓,えいぞうそうさたく, image switcher console แผงคอนโซลควบคุมการออกภาพ ตัดภาพ
471,影像システム卓,えいぞうしすてむたく, image switcher console แผงคอนโซลควบคุมการออกภาพ ตัดภาพ
472,エラ洗い,えらあらい,จังหวะที่ปลาโดดเหนือน้ำพยายามสบัดให้หลุดจากขอที่เกี่ยวปากอยู่
473,栄養管理士,えいようかんりし,นักโภชนาการ 
474,縁,えん,1. พรหมลิขิต ความสัมพันธ์ที่นำพาคนมาพบกัน 2. ผลกรรมที่ส่งผลให้เกิดสิ่งนั้น
475,円形劇場,えんけいげきじょう,"สนามทรงกลม,สนามกีฬากรุงโรม,สนามกีฬาต่อสู้ (amphitheatrum、amphitheatre)"
476,円形闘技場,えんけいとうぎじょう,สนามกีฬากรุงโรม สนามกีฬาต่อสู้ amphitheatrum、amphitheatre
477,円形競技場,えんけいきょうぎじょう,สนามกีฬากรุงโรม สนามกีฬาต่อสู้ amphitheatrum、amphitheatre
478,映画配給,えいがはいきゅう,1.การเผยแพร่ภาพยนต์ 2. การจัดจำหน่ายภาพยนต์ การทำภาพยนต์ขึ้น และ นำภาพยนต์ไปขาย เพื่อให้ บริษัทที่ซื้อนำไปฉายต่อ
479,映画制作,えいがせいさく,การทำภาพยนต์ขึ้น
480,映画興行,えいがこうぎょう,การนำภาพยนต์ไปฉาย พร้อมทั้ง จัดการเรื่องขายตั๋ว 
481,杏鮑菇・エリンギ,えりんぎ,"เห็ดออรินจิ,เห็ดนางรมหลวง"
482,液化石油ガス,えきかせきゆがす,ก๊าซ LPG
483,円形脱毛症,えんけいだつもうしょう,อาการผมร่วงจนล้านเป็นวงกลม 
484,エチケット,えちけっと,มารยาท ธรรมเนียมปฏิบัติ
485,エラ張り・えら張り・エラはり,えらはり,กรามใหญ่ 
486,得手に帆を揚げる,えてにほをあげる,น้ำขึ้นให้รีบตัก ใช้โอกาสดีที่มาถึงนี้ ในการต่อยอดต่อไป
487,栄誉を称える,えいよをたたえる,ยกย่องสรรเสริญ กล่าวสดุดี
488,栄耀,えいよう,"หรูหรา,ฟู่ฟ่า,รุ่งเรือง"
489,穢多,えた,วรรณะต่ำสุดในสังคมญี่ปุ่นสมัยก่อน 
490,園芸土,えんげいど,ดินจัดสวน
491,影響力排除を目指す構え,えいきょうりょくはいじょをめざすかまえ,มีท่าทีที่เล็งขจัดอำนาจ หรือ ผลกระทบ
492,越後屋,えちごや,ตราสัญลักษณ์ของร้านขายผ้าในสมัยเอโดะ หรือ พวกร้านต่างๆ ที่มีป้ายเหล่านี้แขวนอยู่ 
493,英検,えいけん,การสอบวัดระดับภาษาอังกฤษ
494,枝分かれ,えだわかれ,1. กิ่งแตกกระจายออกไป 2. กระจายกระจัดออกไป แตกสาขา 
495,会陰,えいん,ช่องคลอด
496,江戸っ子は宵越しの銭は持たぬ,えどっこはよいごしのぜにはもたぬ ,เป็นคำเปรียบเปรยถึง คนยุคสมัยเอโดะว่าทำงานได้เงินมาก็ใช้เงินหมดไม่เกินรุ่งเช้าของวันนั้น สะท้อนว่าคนยุคนั้น ยังไม่มีค่านิยมในการออมเงิน
497,エビのタイ風焼きそば,えびのたいふうやきそば,ผัดไทกุ้ง
498,永遠の眠りにつく,えいえんのねむりにつく,จากไปอย่างไม่มีวันกลับ หลับอย่างไม่มีวันตื่น
499,エロ神,えろがみ,พวกบ้ากามมาก พวกหื่นจัด
500,エビと春雨のハーブ蒸し,えびとはるさめのはーぶむし,กุ้งอบวุ้นเส้น
501,エビと黒湖沼炒め・エビと黒こしょういため,えびとくろこしょういため,กุ้งผัดพริกไทยดำ
502,営業妨害,えいぎょうぼうがい,การขัดขวางการทำงาน 
503,嚥下,えんげ,กระบวนการเคี้ยวและกลืนลงสู่กระเพาะ
504,永久抹消登録,えいきゅうまっしょうとうろく,การลงทะเบียนไม่ใช้รถคันนี้อีกแล้วตลอดชีพ
505,掩護,えんご,การปกป้อง คุ้มกัน
506,曳光弾,えいこうだん,Tracer ammunition กระสุนส่องวิธี
507,曳痕弾,えいこんだん,กระสุนส่องวิธี
508,縁起を担ぐ,えんぎをかつぐ,ถือเคล็ด
509,掩体壕,えんたいごう,บังเกอร์ หลุมหลบภัย
510,えこじ,えこじ,หัวแข็ง ดื้อด้าน
511,選り抜く,えりぬく,คัดเลือกออกมา 
512,塩化ビニル樹脂,えんかびにるじゅし,"PVC พีวีซี เป็นชื่อย่อของ พอลิไวนิลคลอไรด์ (polyvinylchloride)
PVC เป็นพลาสติกที่สามารถแปรเปลี่ยนสมบัติได้ โดยการเติมสารเคมีปรุงแต่ง (additives) ต่างๆ เช่น plasticizer, modifier และ fillers 
"
513,海老反り・エビ反り,えびぞり,ท่างอตัว การงอตัว (เหมือนกุ้ง)
514,塩化カルシウム,えんかカルシウム,เกลือแคลเซียมคลอไรด์ (Calcium chloride:CaCl2)
515,襟首を掴む,えりくびをつかむ,กระชากคอเสื้อ
516,影響力を排除する,えいきょうりょくをはいじょする,กำจัดอำนาจ ลดอำนาจ ลดบทบาท
517,駅構内広告,えきこうないこうこく,โฆษณาภายในสถานีรถไฟ
518,栄養素,えいようそ,สารอาหาร
519,江戸煩い・江戸患い,えどわずらい,โรคเหน็บชา
520,エクセトラ,えくせとら,"และอื่นๆ, etc."
521,S状結腸,えすじょうけっちょう,"ลำไส้ใหญ่ส่วนคด ลำไส้ใหญ่ส่วนซีสมอยด์ ( Sigmoid colon )
เป็นส่วนที่ต่อจากลำไส้ใหญ่ส่วนลง มีลักษณะคล้ายตัว s
"
522,塩ビ管,えんびかん,"ท่อพีวีซี,ท่อ PVC"
523,塩化ビニール菅,えんかびにーるかん,ท่อพีวีซี ท่อ PVC
524,エビ天・えび天・海老天,えびてん,กุ้งเทมปุระ
525,"<a href=""/dictionary/show/58263"">似非・似而非</a>",えせ,1. ของปลอมทำเหมือน 2. น่าเบื่อ ไม่มีค่าพอ 3.ถ้าใช้เป็นคุณศัพท์ な หมายถึง ด้อยกว่า
526,壊死組織,えしそしき,เนื้อตาย (necrotic tissue)
527,延長戦,えんちょうせん,การแข่งขันในช่วงต่อเวลาพิเศษ
528,謁見,えっけん,เข้าเฝ้า
529,宴会部長,えんかいぶちょう,คนที่ทำหน้าที่หลักในการเอ็นเตอร์เทนต์ผู้คนในงานปาร์ตี้
530,永久的人工肛門,えいきゅうてきじんこうこうもん,ทวารเทียมถาวร 
531,SP広告,えすぴーこうこく,ศัพท์การตลาด หมายถึง การสร้างแบรนด์ด้วยกิจกรรมส่งเสริมการตลาดแบบเข้าถึงกลุ่มผู้บริโภคด้วยวิธีเฉพาะเจาะจงเช่น การจัดอีเว้นต์ การจัดแคมเปญ เป็นต้น
532,援助交際,えんじょこうさい,การที่เด็กนักเรียนสาวหาเงินด้วยการมีเพศสัมพันธ์กับผู้ใหญ่
533,援交,えんこう,การที่เด็กนักเรียนสาวหาเงินด้วยการมีเพศสัมพันธ์กับผู้ใหญ่​ มาจากคำว่า 援助交際
534,円卓,えんたく,โต๊ะกลม
535,映画泥棒,えいがどろぼう,พวกที่ชอบแอบถ่ายหนังในโรงหนัง
536,エアチャリ,えあちゃり,ปั่นจักรยานกลางอากาศ
537,偉そう,えらそう,สำคัญตัวเอง
538,演繹法,えんえきほう,การสรุปทางนิรนัย
539,海老で鯛を釣る,えびでたいをつる,จับเสือมือเปล่า หรือ การลงทุน ลงแรงน้อยๆเพื่อหวังผลกำไรมากๆ 
540,縁の下の舞,えんのしたのまい,การปิดทองหลังพระ หรือ ผู้ปิดทองหลังพระ
541,選ぶセンスがある,えらぶせんすがある,มีตาในการเลือก~
542,縁の下,えんのした,"ใต้พื้น, ใต้ดิน"
543,縁起なおし,えんぎなおし, แก้เคล็ด
544,えんがわ,えんがわ,ครีบปลาตาเดียว
545,エキストラベッド,えきすとらべっど,เตียงเสริม
546,偉いこっちゃ,えらいこっちゃ,แย่แล้ว 
547,映画興行収入,えいがこうぎょうしゅうにゅう,รายได้จากการฉายภาพยนต์
548,液だまり,えきだまり,ส่วนปลายถุงยาง
549,エアポンプ,えあぽんぷ,ปั้มลม
550,煙幕を張る,えんまくをはる,1. ปิดบังไม่ให้เห็น 2. ใช้คำพูดกลบเกลื่อนความเป็นจริง
551,遠大,えんだい,การคาดการณ์หรือวางแผนไว้เผื่ออนาคตที่ยาวนาน
552,円筒度,えんとうど,ความเป็นทรงกระบอก (cylindricity)
553,F株,えふかぶ,หุ้นที่ให้ชาวต่างชาติถือได้ หรือ เทรดได้แต่ไม่ใช่หุ้นสามัญ
554,L株,えるかぶ,หุ้น Local (หุ้นที่ให้ซื้อขายเฉพาะพลเมืองของประเทศนั้นๆ)
555,営業再開,えいぎょうさいかい,"เปิดขายอีกครั้ง,กลับมาเปิดกิจการอีก,กลับมาเปิดขายอีก,กลับมาเปิดร้านอีก"
556,英仏語,えいふつご,ภาษาอังกฤษและฝรั่งเศษ
557,演技に入り込む,えんぎにはいりこむ,อินกับการแสดง
558,猿人,えんじん,มนุษย์ในยุคแรก มนุษย์วานร (ape-man)
559,煙突頭部通風管,えんとつとうぶつうふうかん,"ท่อลมตรงส่วนหัวของของปล่องไฟ,ครอบยอดปล่องไฟ ทำด้วยดินเผาหรือโลหะ (chimney pot//คำศัพท์วิศวกรรม)"
560,映画撮影技師,えいがさつえいぎし,"ผู้กำกับภาพ,ตากล้องที่ทำหน้าที่ถ่ายภาพ(Cinematographer)"
561,演出家,えんしゅつか,ผู้อำนวยการสร้าง โปรดิวเซอร์
562,エランド,えらんど,อีแลนด์ ละมั่งขนาดใหญ่พบในแอฟริกา
563,エア霧化静伝電塗装機,えあむかせいでんとそうき,เครื่องเคลือบสีไฟฟ้าสถิตย์แบบท้าให้อากาศแตกตัวเป็นละออง
564,営業広告,えいぎょうこうこく,ลงโฆษณาขาย ลงโฆษณาประชาสัมพันธ์
565,エレガント,えれがんと,"สวยงาม, งดงาม, สละสลวย, สง่างาม, ภูมิฐาน, ผึ่งผาย"
566,延々,えんえん,ยาวนาน ตลอดกาล ไม่จบไม่สิ้น
567,衿下がり,えりしたがり,ความลึกของคอเสื้อ
568,えいや,えいや,เสียงที่เปร่งออกมาตอนฮึด หรือ พยายามจะทำอะไร	
569,鉛弾,えんだん,ลูกตะกั่ว ลูกกระสุนปืน
570,A級戦犯,えーきゅうせんぱん,อาชญากรสงครามระดับร้ายแรงสุดซึ่งถูกตัดสินว่าเป็นผู้ก่อให้เกิดสงครามจนประชาชนล้มตายเป็นจำนวนมากจนถูกตัดสินประหารชีวิต
571,エナメル質,えなめるしつ,สารเคลือบฟัน
572,エンコ詰め,えんこづめ,การตัดนิ้วตัวเอง (ศัพท์พวกยากูซ่า)
573,壊死,えし,ตาย ไม่ทำงาน (เซลล์ กล้ามเนื้อ)
574,絵札,えふだ,"ไพ่ J Q K (บางทีเรียกไพ่เหล่านี้ว่า""ฝรั่ง"")"
575,縁結びお守り,えんむすびおまもり,เครื่องรางที่ไว้ใช้อธิษฐานขอให้สมหวังในความรัก
576,延長前半,えんちょうぜんはん,ช่วงต่อเวลาครึ่งแรก(ในเกมกีฬา)
577,延長後半,えんちょうこうはん,ช่วงต่อเวลาครึ่งหลัง(ในเกมกีฬา)
578,駅名,えきめい,ชื่อสถานี(รถไฟ)
579,永遠のライバル,えいえんのらいばる,คู่ปรับตลอดกาล คู่แข่งตลอดชีพ
580,エンスト,えんすと,"เครื่องยนต์ดับ(Engine Stall,Engine Stop)
ย่อมาจาก エンジンスオール หรือ エンジンストップ"
581,エゴを通す,えごをとおす,ยึดอีโก้ ใช้อีโก้ มีอีโก้
582,営利目的,えいりもくてき,เพื่อหวังผลกำไร
583,液晶画面,えきしょうがめん,จอLCD (liquid crystal display)
584,縁故採用,えんこさいよう,การรับคนเข้าทำงานจากการแนะนำของคนในองค์กร หรือ เป็นคนที่มีสายสัมพันธ์ สายเลือดเดียวกันกับคนในองค์กรเท่านั้น
585,遠因,えんいん,สาเหตุทางอ้อม
586,円卓の騎士,えんたくのきし,อัศวินโต๊ะกลม
587,液体ハンドソープ,えきたいはんどそーぷ,สบู่เหลวล้างมือ
588,営業日,えいぎょうび,วันทำการ
589,英数字,えいすうじ,"alphanumeric characters

อักขระอักษรเลข
อักขระที่รวมทั้งตัวอักษรภาษาอังกฤษ A-Z ตัวเลข 0-9 และอักขระพิเศษที่เราสามารถพิมพ์ด้วยแป้มพิมพ์ได้ ตลอดจนอักขระควบคุมต่างๆ ที่ใช้ควบคุมเครื่องพิมพ์"
590,エーブイ,えーぶい,"1.นักแสดงเอวี 2.หนังเอวี,หนังโป๊ (AV)"
591,英語圏,えいごけん,ประเทศที่ใช้ภาษาอังกฤษเป็นภาษาราชการ หรือ ภาษาหลัก
592,盈月,えいげつ,แรม_ค่ำ(ตามปฏิทินเก่า)
593,液状食品,えきじょうしょくひん,อาหารเหลว อาหารที่เป็นของเหลว
594,液状加工食品,えきじょうかこうしょくひん,อาหารเหลวสำเร็จรูป อาหารแปรรูปแบบเหลว
595,栄養成分表示,えいようせいぶんひょうじ,แสดงข้อมูลโภชนาการ
596,襟擦り切れ・えりスリキレ,えりすりきれ,ขอบคอเสื้อเป็นขุย ขอบคอเสื้อขาด
597,襟交換・えり交換,えりこうかん,เปลี่ยนขอบคอเสื้อ
598,衛生管理,えいせいかんり,การควบคุมอนามัย การควบคุมความสะอาด
599,液糖,えきとう,น้ำเชื่อม (Liquid Sugar)
600,演奏家,えんそうか,นักดนตรี นักบรรเลงเพลง
601,援助デリヘル,えんじょデリヘル,ผู้หญิงขายบริการทางเพศ (ไปหาลูกค้าถึงที่) แบบผิดกฎหมายที่มีนายหน้าคอยช่วยหางานให้ (ไม่ได้ขอใบอนุญาตเปิดกิจการ)
602,映像倫理機構,えいぞうりんりきこう,องค์กรตรวจสอบจริยธรรมทางด้านภาพยนต์ (Motion Pictures Regulation & Ethics Committee)
603,映像倫,えいぞうりん,องค์กรตรวจสอบจริยธรรมทางด้านภาพยนต์ (Motion Pictures Regulation & Ethics Committee)
604,エタノール燃料,えたのーるねんりょう,พลังงานเอทานอล
605,営業損失,えいぎょうそんしつ,ขาดทุนจากการดำเนินงาน
606,絵に描いた餅,えにかいたもち,เปล่าประโยชน์ ไร้ประโยชน์ ไร้ค่า
607,延伸,えんしん,1.การต่อขยาย 2.drawing ในอุตสาหกรรมการผลิตเส้นใย คือ กระบวนการดึงยืด TOW (เส้นใยที่ spin ออกมา) โดยการร้อยผ่านโรลเลอร์ 3 ชุด ที่มีความอุ่น และความเร็วที่แตกต่างกัน เพื่อให้ได้ขนาดที่ต้องการ
608,越流,えつりゅう,"ล้น,ไหลล้น (overflow)"
609,栄養成分,えいようせいぶん,ข้อมูลโภชนาการ
610,塩化ナトリウム,えんかナトリウム,เกลือแกง หรือ โซเดียมคลอไรด์ (Sodium Chloride) 
611,冤罪を晴らす,えんざいをはらす,ยืนยันความบริสุทธิ์ 
612,得てして,えてして,บางที (อาจจะเป็นเช่นนั้น)
613,延暦寺,えんりゃくじ,วัดเอ็นเรียคุจิ
614,永久保存版,えいきゅうほぞんばん,ฉบับที่ควรค่าซื้อเก็บไว้ สิ่งที่ควรค่าซื้อเก็บไว้
615,延長料金,えんちょうりょうきん,ค่าล่วงเวลา ค่าเกินเวลา ค่าต่อเวลา
616,永久硬水,えいきゅうこうすい,น้ำกระด้างถาวร (permanent hard water)
617,演舞,えんぶ,การเต้นรำ
618,演舞場,えんぶじょう,"โรงภาพยนตร์, โรงละคร"
619,煙道,えんどう,ท่อ(ควัน อากาศ) duct
620,延焼が広がる,えんしょうがひろがる,ไฟไหม้ลามไปทั่ว ไฟลุกลามแพร่ขยายไปทั่ว
621,衛生面,えいせいめん,สุขอนามัย
622,鉛直,えんちょく,ลูกดิ่งวัดระดับ (plumb bob)
623,縁を切る,えんをきる,ตัดสัมพันธ์ ตัดขาดความสัมพันธ์
624,円満離婚,えんまんりこん,การหย่าร้างด้วยดี 
625,栄誉殿堂,えいよでんどう,"หอเกียรติยศ บางครั้งอาจเรียก ""หอเรืองนาม"" (Hall of fame)"
626,映像送信型,えいぞうそうしんがた,ธุรกิจแบบพวกส่งไฟล์ภาพ หรือ วีดีโอ(โดยมากใช้กับธุรกิจหนังผู้ใหญ่ เช่น เว็บโป๊)
627,遠隔制御,えんかくせいぎょ,การควบคุมระยะไกล
628,エネルギー政策企画事務局,えねるぎーせいさくきかくじむきょく,"สำนักงานนโยบายและแผนพลังงาน
(Energy Policy and Planning Office)"
629,エネルギー事業局,えねるぎーじぎょうきょく,"กรมธุรกิจพลังงาน
（Department of Energy Business　－　DOEB）
"
630,エネルギー基金機構,えねるぎーききんきこう,"สถาบันบริหารกองทุนพลังงาน (องค์การมหาชน)
(EFAI)"
631,エネルギー規制委員会,えねるぎーきせいいいんかい,"คณะกรรมการกำกับกิจการพลังงาน- กกพ. (Energy Regulatory Commission - ERC)
	
"
632,エンジニア委員会,えんじにあいいんかい,"สภาวิศวกร (Council of Engineers of
Thailand)"
633,営業外収益,えいぎょうがいしゅうえき,รายได้อื่น รายได้ช่องทางอื่นของบริษัท
634,役務提供収入,えきむていきょうしゅうにゅう,รายได้จากการบริการ
635,役務収入,えきむしゅうにゅう,รายได้จากการบริการ
636,枝に引っかかる,えだにひっかかる,เกี่ยวต้นไม้ เกี่ยวกิ่งไม้
637, 遠慮の固まり・遠慮のかたまり,えんりょのかたまり,ชิ้นสุดท้ายเกรงใจ
638,海老のチリインオイル,えびのちりいんおいる,พล่ากุ้ง
639,回向・廻向,えこう,การสวดภาวนาให้ผู้เสียชีวิต 
640,炎上騒ぎ,えんじょうさわぎ,เป็นประเด็นร้อน เป็นดราม่า 
641,塩化ジデシルジメチルアンモニウム,えんかジデシルジメチルアンモニウム,เกลือใน Didecyl Dimethyl Ammonium Chloride
642,えびこ,えびこ,ไข่กุ้ง (จากกุ้งจริงๆ)
643,えびっこ,えびっこ,ไข่กุ้ง (ทำจากกุ้งจริงๆ)
644,エロ本,えろほん,นิตยสารปลุกใจ หนังสือโป๊
645,営業収益,えいぎょうしゅうえき,รายได้จากการดำเนินงาน (operating revenue)
646,営業費用,えいぎょうひよう,ค่าใช้จ่ายจากการดำเนินงาน
